ID,Title,Permalink,spot_editor,spot_table_spot_table1,spot_table_spot_table2,spot_table_spot_table3,spot_table_spot_table4,spot_table_spot_table5,spot_table_spot_table6,spot_table_spot_table7,spot_table_spot_table8,カテゴリー
1438,結てがみ,https://yufuin.gr.jp/spot/spot-1438/,"湯布院の湯の坪街道にある「手紙屋」は、旅の思い出に「未来の自分」への手紙を書ける、特別な体験を提供するお店です。
手紙を書いた後はお店で保管を行い、希望の日に郵便でお届けします。由布院駅から徒歩約5分、湯の坪街道というメインストリートに位置し、温かみのある空間で手紙を書くひとときを楽しめます。

大分県の特産品やグルメが立ち並ぶエリアの散策途中に、未来への自分と静かに向き合える場所です。
手紙はタイムカプセルのように保管され、再び開封することでその時の感情や想いが鮮やかに蘇ります。
大切な人に想いを伝えたり、旅の心に残る瞬間を未来の自分に届けたり、日本国内はもちろん、海外からの旅行者も歓迎しています。",大分県由布市湯布院町川上2986-5,0977-85-2811,,https://www.instagram.com/yui_tegami_yufuin,10:00-16:00,"月曜日, 火曜日, 水曜日, 木曜日",あり,"はがきセットプラン 1,185円(はがき、保管料、切手代込)　てがみセットプラン1,870円（便せん、保管料、切手代込)
※価格は全て税込　",遊ぶ・楽しむ>体験・見学
1854,スガタ文具店,https://yufuin.gr.jp/spot/spot-1854/,"ＪＲ由布院駅の近くで花の木商店街を通り抜けた所にあり徒歩２分の距離です。湯布院町で小さな文具店を営んでおり、文具・事務用品・駄菓子…等を陳列しており、地元客がメインではありますが、海外の方にも是非お立ち寄り下さいませ。
日本の文具で特に筆記具は精密で高機能なので必見でございます。
日本人は当たり前に使用しており、その良さもあまり気づかれませんが、海外では高い評価を受けておりますので、是非、専門店に足をお運び頂き最新の筆記具を見て・触って・体験してみませんか？そしてＭｙ Ｐｅｎを見つけましょう。
隠れた一品でオススメは…実は駄菓子なんです(*^-^*)当店は学生さんが買い物に来られる関係上、気分転換に(*^-^*)または、勉強のご褒美に(*^-^*)３時のおやつに(*^-^*)なればと思い駄菓子コーナーを作りましたが、意外と大人にも大人気なんですよ！しかも日本の駄菓子意外と美味い(*^-^*)しかも安い(*^-^*)　と言う事で良いことだらけなんですが…時と場合により欠品の際はご容赦を。<(_ _)>
その他、詳細はＨＰがございますので「スガタ文具店」で検索して頂けますと幸いでございます。<(_ _)>
以上、皆様方の御来店の程、スタッフ一同で首を長くしてお待ち申し上げます。",大分県由布市湯布院町川上3075-1,0977-84-5594,https://sugata-bungu.com/,,9：00～18：00,土曜日・日曜日・祝祭日・お盆・正月,あり,,買う>食べ物以外
1855,Bar Stir,https://yufuin.gr.jp/spot/spot-1855/,"Bar Stirは由布院駅より徒歩5分の場所にある落ち着いた雰囲気のバーです
由布院の町づくりの理念のもと、様々な皆様が心地よく交りあう場として、観光のお客様は勿論、地域に根差した店づくりを心がけております

Bar Stir is a relaxed bar located just a 5-minute walk from Yufuin Station. Based on the town planning philosophy of Yufuin, it serves as a comfortable meeting place for all visitors, not only tourists but also locals, creating a community-centered establishment.
We also offer original cocktails featuring quintessential Japanese elements such as shochu and matcha, which have been highly praised by our international guests.

Bar Stir位於由布院車站?行5分鐘的地方，氣氛悠閒。根據由布院的城鎮規劃理念，提供一個舒適的交誼場所，不僅適合觀光客，也致力於成為當地社區的一部分。
我們還提供結合日本特色的創意?尾酒，例如燒酒和抹茶，這些都深受來自海外的客人喜愛。",大分県由布市湯布院町川上３０５６-１６,0977-85-3935,,,18：30～23：30（ラストオーダーは23：00）,水曜日,なし,,"食べる>居酒屋・バー,遊ぶ・楽しむ>その他（遊ぶ・楽しむ）"
1863,黒岳珈琲,https://yufuin.gr.jp/spot/spot-1863/,男池湧水で淹れたスペシャリティー珈琲とジャズを中心としたレコードを聴くことができます。,大分県由布市庄内町阿蘇野2972-2,,,,9：00～17：00,天候による臨時休業あり,あり,キャンプのご予約はメールにて受付いたします。kurodakecoffee@gmail.com,"客室タイプ>キャンプ・グランピング,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ,食べる>軽食・カフェ,食べる時間>カフェ,遊ぶ・楽しむ>その他（遊ぶ・楽しむ）"
1865,レストランchapeau　（forest inn BORN内）,https://yufuin.gr.jp/spot/spot-1865/,"由布岳の麓、標高600メートルにある塚原高原

その塚原高原の静かな森の中に佇むホテルforest inn BORNにあるレストランchapeau

由布院温泉から車で15分、大分自動車道由布岳スマートICから車で5分でお越しになれます。

店内から四季折々の森の景色を眺めながら本格的なフレンチをお楽しみ下さいませ。

フランスや東京、福岡で腕を磨き地元湯布院に戻ってきた佐藤シェフが地元野菜や鮮魚、大分和牛など大分の食材を軸にした湯布院フレンチをご堪能いただけます。

フランス料理と共にワインを是非！
フランスワインを中心に各種揃えておりますのでソムリエ諌山がお料理にあったワインをご案内致します。　

ランチは２種類からお選び頂けます。

chapeauコース　￥4,042（税サ込）
前菜、スープ、メインはお魚またはお肉からお選び頂けます。パン、コーヒー

BORNコース　￥5,775（税サ込）
前菜、スープ、お魚、お肉、パン、コーヒー

ディナー　￥11,550（税サ込）
基本コース
アミューズ、前菜、フォアグラ、お魚、お肉、パン、デザート、コーヒー、小菓子
アップグレード　
お魚からオマール海老　￥2,310（税サ込）
お肉からおおいた和牛　￥2,310（税サ込）

季節などでメニューや金額が変更いたしますので詳しくはInstagramでご確認くださいませ。

お越しの際はご予約をお勧めしております。
※ディナーは不定休、ランチは金、土、日曜日の営業になっております。",大分県由布市湯布院町塚原1203-9,0977-84-2975,https://www.f-born.jp,https://www.instagram.com/forestinnborn/,ランチ12：00～15：00（LO）　ディナー18：00～21：00（予約のみ）,月曜日・火曜日・水曜日・木曜日,あり,,"食べる>洋食,食べる>パン,食べる時間>ランチ,食べる時間>ディナー"
1867,草庵秋桜 四季工房 the four seasons selection,https://yufuin.gr.jp/spot/spot-1867/,"草庵秋桜四季工房は、「季節を健康に美味しく食べる」をモットーに、大分県産の野菜とフルーツを使ってピクルスを作っているお店です。
野菜ピクルスは、スッキリ爽やかな香りのだいだい酢に新鮮な野菜を漬け込みました。由布院名産のシイタケや山菜のピクルスは珍しくお土産などにも最適です。そのまま食べたり、箸休めやおつまみにどうぞ。
フルーツピクルスは、フルーティーで爽やかな香りのりんご酢にフルーツを漬け込みフルーツの甘さをより引き出しました。そのまま食べるのはもちろん、ヨーグルトに混ぜたり、炭酸や牛乳で割ってドリンクとして飲むのもおすすめです。美味しく、健康的にスイーツ感覚でお召し上がりいただけます。
日本では、普段の生活にまだまだ溶け込んでいないピクルスですがピクルスには旬と美味しさ、そして豊かさが詰まっています。生活にちょっと豊かさをプラスしませんか？ピクルスの魔法はきっとあなたに新しい喜びをプレゼントしてくれますよ！",大分県由布市湯布院町川上3037,0977-75-9122,https://shikikoubou-yufuin.com/,https://www.instagram.com/yufuinpickles/,10：00～17：00,なし,なし,,買う>食べ物
1872,朝霧のみえる宿　ゆふいん花由,https://yufuin.gr.jp/spot/spot-1872/,"ロビーから大パノラマで見える「朝霧」はゆふいん花由を訪れたら見ていただきたい自慢の光景。
四季折々の雄大な景観と、豊かな温泉、旬の味覚をお愉しみください。",大分県由布市湯布院町川北913-11,0977-85-5000,https://www.hanayoshi.co.jp/,,10：00～21：00（受付）,不定休,あり,,"客室タイプ>ツイン,客室タイプ>和洋室,お風呂の種類>露天風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
1874,由布院 つるのゆ,https://yufuin.gr.jp/spot/spot-1874/,"2019年2月、「由布院　つるのゆ」としてリニューアルいたしました。
ＪＲ由布院駅と湯の坪通りの間の静かな川沿いにあり、散策に便利です。
全5室のこぢんまりした雰囲気でお待ちしております。",大分県由布市湯布院町川上2986-5,0977-85-2811,http://tsurunoyu.info,,16：00～10：00,不定休,あり,,"客室タイプ>和室,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
2007,塚原,https://yufuin.gr.jp/spot/spot-2007/,,由布市湯布院町塚原4-31,,,,,,,,
2008,由布院,https://yufuin.gr.jp/spot/spot-2008/,,由布市湯布院町川北8-2,,,,,,,,
2009,湯平,https://yufuin.gr.jp/spot/spot-2009/,,由布市湯布院町湯平346,,,,,,,,
2010,庄内,https://yufuin.gr.jp/spot/spot-2010/,,由布市庄内町柿原302,,,,,,,,
2011,挾間,https://yufuin.gr.jp/spot/spot-2011/,,由布市挾間町挾間104-1,,,,,,,,
2064,はさま由布川峡谷観光協会,https://yufuin.gr.jp/spot/spot-2064/,"由布市挾間町にある「由布川峡谷」
由布川の上流にある長さ約12キロ、深さ15～60メートルの大峡谷です。

入峡の際は峡谷入口にある「はさま由布川峡谷観光協会」にて清掃協力金をお願いしております。

またこちらでは、周辺を散策できるレンタサイクルも行っております。
由布川峡谷で有名な由布川の両岸はのどかな棚田や由布岳を望むビュースポットのあるサイクリングロードです。
程よいアップダウンのあるコースを電動自転車で軽やかにサイクリングを楽しんでみませんか？
【レンタサイクル】
・1人1,000円／2時間
・小学5年生以上(身長140cm以上)70歳以下
・18歳未満は保護者同伴
・受付は14時まで",大分県由布市挾間町朴木14-2, 097-583-2552,,https://www.instagram.com/hasama2552/,10：00～16：00,,あり,"清掃協力金
中学生以上：100円　小学生：50円　未就学児：無料
",その他施設
2219,由布院いちご園,https://yufuin.gr.jp/spot/spot-2219/,"ゆふいんフローラハウスのお隣にあるいちご園です。栽培に使用している水と暖房に天然温泉を使用しています。温泉は普通の水よりも濃いため扱いが難しいのですが、天然のミネラル分と高い地温でイチゴが良く育ちます。温泉の恵みをたっぷりと受けたイチゴをお楽しみください。

品種
メイン：さがほのか
日による：ベリーツ、おいCベリー、ゆふおとめ、よつぼし
小さな農園のため生産量に限りがあります。日によって無い品種もありますがご了承ください。
駐車場はゆふいんフローラハウスお客様駐車場をご利用下さい。

食べ放題時間無制限（団体様要確認）
大人（18歳以上）2,500円
子供（7～17歳）  1,500円
幼児（4～6歳）     1,000円
※3歳以下無料

営業時間 10:00-17:00(最終受付15:00)
定休日 火、水曜日
※イチゴがなくなり次第受付終了、来園前に要確認

ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
「湯布院でいちごをつくりたい」いままで湯布院にはいちご農家がありませんでした。冬の厳しい寒さに少ない日射量、積雪…お世辞にもいちご栽培に向いているとは言えません。しかし、ここには温泉がありました。「この温泉をうまく栽培に活かせれば」前例も手本も上手くいく確証もありませんでしたが、多くの人たちの助けがありついに湯布院で真っ赤に熟したいちごが実りました。そして私たちは、温かいお湯と人が紡いだいちごに「ゆいちご」と名付けました。湯布院だけの特別ないちごをお楽しみください。
由布院いちご園
",大分県由布市湯布院町川南71-2,070-2615-8728,https://y-florahouse.com/%e4%bd%93%e9%a8%93/%e3%81%84%e3%81%a1%e3%81%94%e7%8b%a9%e3%82%8a/,https://www.instagram.com/yufuin.strawberry.farm/,"10:00～17:00（イチゴがなくなり次第終了）※要確認
","火曜・水曜
※イチゴの生育によっては火曜に営業する場合あり",あり,"大人（18歳以上）2,500円
子供（7～17歳）  1,500円
幼児（4～6歳）    1,000円
※3歳以下無料","買う>食べ物,遊ぶ・楽しむ>体験・見学"
2235,みるく村　レ・ビラージュ,https://yufuin.gr.jp/spot/spot-2235/,敷地内の牧場で朝しぼったみるくをふんだんに使って、アイスクリーム、料理を作っています。レストランの料理には、大分県産の野菜にこだわって 本格フレンチのコース料理をお楽しみいただけます。また料理で使用する牛乳は 敷地内の牧場から採れた新鮮な牛乳を使用しています。 料理の内容もお客様のお好みに合わせられるようご相談に応じております。季節に合わせた料理を心がけており、質、量ともにワンランク上のお料理をご提供しております。,〒879-5101　大分県由布市湯布院町塚原609-59,TEL：0977-84-5020　FAX：0977-84-5020,https://milkmura-lv.com/,https://www.instagram.com/milklaitvillage/,11:30～17:00,"毎週水曜日　＊冬期（１・２月）は、火・水曜日　(祝日の場合は変更があります)
",40台,,"食べる>洋食,食べる>軽食・カフェ,食べる>その他（食べる）,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物"
2249,The sense of wonder holistic glamping,https://yufuin.gr.jp/spot/spot-2249/,"由布岳の山麓、目の前に広がる水田と背後の森。聴こえてくる鳥のさえずりと木の葉の音に包まれた牧歌的な世界。 そんな環境にめぐまれた塚原高原の清々しい空気の中で食べるごはんは格別の味。
あらかじめ必要なキャンプ用具はもちろん、食事もセットでご用意。 塚原高原の自然と目前に広がる雄大な由布岳、そして夜は満天の星。
気軽に高原の大自然に触れる事ができます。",〒879-5101　 大分県由布市湯布院町塚原44-7,0977-85-5066,https://sowhg.com/,https://www.instagram.com/the_sense_of_wonder_h.g/,,,有り 無料,,"客室タイプ>キャンプ・グランピング,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
2280,由布市ツーリストインフォメーションセンター（TIC）,https://yufuin.gr.jp/spot/spot-2280/,"JR由布院駅のおとなり、由布岳の見える観光案内所
由布市ツーリストインフォメーションセンター「YUFUiNFO」
アーチ状の木柱に囲まれ、大きな吹き抜けの中に自然の光があふれる空間は、建築家坂茂氏の設計によるものです。
誰でも気軽に立ち寄れる観光情報拠点施設として、由布市内はもとより大分県内外の観光情報を提供しています。

１階のゆったりとした空間の中には、観光案内カウンターや、手荷物預かり・配送を行う「ゆふいんチッキ」があります。
大きなガラス越しに、由布院駅を行き交う特急ゆふいんの森やななつ星クルーズトレインを眺めることもできます。

ゆるやかなスロープを登った２階には、旅に関する図書約1,500冊を紹介する「旅の図書館」と、外の風に吹かれながら由布岳を間近に眺めることができる「展望デッキ」があります。

［取扱いサービス］
・観光辻馬車　　・グリーンスローモビリティnolc(ノルク)　　・レンタサイクル
・ゆふいんチッキ　　・コインロッカー　　・観光タクシー　　・宿泊案内
・ベビーカー、車イス貸出
",大分県由布市湯布院町川北8-5,0977-84-2446,,,"9:00～17:30
",なし,,,その他施設
2295,ゆふいんチッキ（手荷物の預り・配送サービス）,https://yufuin.gr.jp/spot/spot-2295/,"荷物は「ゆふいんチッキ」に預けて、手ぶらのゆったり観光はいかがですか。
ゆふいんチッキから旅館への配送に加え、帰りの日には旅館からチッキへの配送もできます。

○旅館への配送・回収
配送受付時間（チッキ⇒宿）　９：００～１５：００
回収受付時間（宿⇒チッキ）　９：００～１２：００
料金　大８００円　中７００円　小６００円
（重量が20kgを超えると２００円増になります。）

○手荷物預り
預り時間　９：００～１７：００
料金　大７００円　中６００円　小５００円

○コインロッカー
預り時間　９：００～１７：００
料金　大６００円　小５００円","大分県由布市湯布院町川北８番地５
",０９７７－２８－４５５０,,,９：００～１７：００,なし,近隣の有料駐車場を利用,※お荷物の旅館への配送・回収先は、由布院温泉観光協加盟の宿のみです。,その他施設
2299,大将軍神社,https://yufuin.gr.jp/spot/spot-2299/,"大将軍（だいじょうごん）神社は、昔から牛馬の神様として知られています。
１月１３日１４日に行われる「春大祭」は、農耕にかかせなかった牛馬の安全や健康を祈るお祭りで、現在は無病息災を願う人々がお参りに訪れます。
神社からさらに先へ進むと、「あしなか石」展望広場があり、そこから素晴らしい眺望が広がっています。",大分県由布市挾間町篠原７１０,,,,,,あり,山道が狭隘路で急坂の場所がありますので、お車でお越しの際は徐行運転をお願いします。,"観る>自然・歴史,観る>その他（観る）"
2300,白岳神社,https://yufuin.gr.jp/spot/spot-2300/,"県道沿いにある白岳（しらたけ）神社には、知恵が授かるとの言い伝えがある「学びの石」があり、受験生やご家族が参拝に訪れます。
社務所のある下宮から山手に上ると、白岳公園や上宮があり、由布岳や鶴見岳が見られる絶景スポットになっています。",大分県由布市挾間町谷２１０９,０９７－５８３－０３３０,,,,,あり,,"観る>自然・歴史,観る>その他（観る）"
2410,地鶏炭火焼 塚原の里,https://yufuin.gr.jp/spot/spot-2410/,"地鶏炭火焼 塚原の里
由布と鶴見の山 ふところにいだかれた自然の中で厳選した地鶏豊後牛を備長炭で焼く本格炭火焼をお楽しみください。
当店は地鶏・豊後牛・いのししを炭火で焼いて召し上がって頂いております。 地鶏定食は地鶏、地鶏のタタキ、酢の物。呉汁、麦めし、当店オリジナルの朴葉みそ、地鶏は天然塩で味付けし鶏の旨味を引出し非常に美味です。 豊後牛定食は豊後牛、鹿刺、呉汁、酢の物、麦めし、その他いのしし定食等がございます。 ご来店のお客様には、そばがゆをサービス致しております。 
是非、ご来店をお待ちしております。",〒879-5101　大分県由布市湯布院町塚原ヨシノ口931-108,■ TEL：0977-85-3989 ■ FAX：0977-85-3989,https://www.tsukaharanosato.jp/,https://www.instagram.com/tukaharanosato/,"■ 営業時間：11:00～16:00

",■ 定休日：不定休,■ 駐車場：30台無料,■ 席数：座敷席4(各5名)・テーブル席3(各5名)　全35席,"食べる>和食,食べる時間>ランチ"
2411,山荘 四季庵【ご宿泊】,https://yufuin.gr.jp/spot/spot-2411/,"白川郷から弐百年の時を超え
由布岳の麓、塚原に合掌造り
四季庵が自然へ誘う

全室離れ形式の山荘には全て天然温泉完備
美しい竹林の風情、四季折々の表情を見せる四季庵

ご夕食は世界遺産の合掌造りでおおいた和牛や地鶏をご堪能下さい。
四季折々の美しさを五感で感じながら　心が和むひとときをお過ごしいただけます。", 〒879-5101　由布市湯布院町塚原黒笠木135-37," TEL：0977-85-3484
 FAX：0977-21-7120",https://gloria-g.com/shikian/,https://www.instagram.com/new__gloria,"チェックイン　15：00
チェックアウト　11：00",不定休 ,有り,,"客室タイプ>和室,客室タイプ>和洋室,客室タイプ>一棟貸し,お風呂の種類>露天風呂,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
2424,山荘 四季庵【お食事処・立ち寄り湯】,https://yufuin.gr.jp/spot/spot-2424/,"四季庵では日帰り温泉とご昼食がお楽しみいただけます。
ご昼食をお召し上がりいただいた方には、無料で露天風呂をご利用いただけます。
日帰り旅行やドライブなどぜひお立ち寄りを♪
大自然で味わう癒しの時間をぜひご体感ください。", 〒879-5101　由布市湯布院町塚原黒笠木135-37,"TEL：0977-85-3484 
 FAX：0977-21-7120",https://gloria-g.com/shikian/,https://www.instagram.com/new__gloria,"11:00～14:00(LO 13:30)
","不定休 
","有り
",料金内容は状況により変更する場合がございます。ご了承ください。,"食べる>和食,食べる>麺類,食べる>その他（食べる）,食べる時間>ランチ,お風呂の種類（立ち寄り湯）>露天風呂"
2434,奥宿　無相荘（ぶあいそう）,https://yufuin.gr.jp/spot/spot-2434/,"過ぎたる接客、干渉は一切ございません。 大自然の中でゆっくりと時間をお過ごし下さい。
奥湯布院の大自然の中でゆっくりと時間をお楽しみ下さい。

そう願い、お客様をおもてなしさせていただいております。",〒879-5101　大分県由布市湯布院町塚原1240-32," TEL：0977-28-2310
 FAX：0977-85-5032",http://okuyufuin.net/buaisoh.html,,11:30～22:00,不定休,"第一駐車場 28台、第二駐車場 100台
",,"客室タイプ>和洋室,お風呂の種類>露天風呂,お風呂の種類>貸切風呂,WiFi>WiFiあり,食べる>和食"
2436,珈琲　木馬,https://yufuin.gr.jp/spot/spot-2436/,"珈琲豆の専門店として日々焙煎作業を続けています。
お客様がお好みのコーヒーの出会えれば幸いです。
おいしい珈琲が飲みたくなったらお立寄り下さい。
コーヒーに合う焼き菓子も作っています。


 ",〒879-5101　大分県由布市湯布院町塚原奈良山4-35," TEL＆FAX：0977-85-3385
",https://mokuba-tsukahara.com/01_index.html,,"金・土・日曜日の13:00～17:00
",月・火・水・木曜日,10台,,"食べる時間>カフェ,買う>食べ物"
2445,choco×choco（ちょこちょこ）,https://yufuin.gr.jp/spot/spot-2445/,"=お好みに合わせて、ちょこちょこ選べるチョコレート専門店=
湯布院塚原高原の小さなお店で、熟練ショコラティエが手作業で心を込めてお作りしています。
本当に美味しいと思う良質な素材を厳選しショコラティエ本人の手作りにこだわっています。
素材ひとつひとつの特徴を最大限に活かしたお菓子はシンプルながらもしっかりとした存在感。
choco×chocoならではの新しいチョコレートのカタチをお楽しみください。
ちょこちょこお気軽にご来店ご購入いただけますと幸いです。",〒879-5101　大分県由布市湯布院町塚原609−59　みるく村敷地内,,https://www.chocoxchoco.com/,https://www.instagram.com/chocoxchoco_tsukahara/,10:00～16:00,水曜日,みるく村駐車場／無料,,買う>食べ物
2463,ゆのひら上柳屋,https://yufuin.gr.jp/spot/spot-2463/,"花合野川のせせらぎが響く湯平温泉
江戸時代より山峡の湯治湯として栄えてきました。

当館は明治１０年創業の母屋５室、離れ２棟のこじんまりした老舗宿
湯平温泉の歴史ある石畳を登りつめたところに「ゆのひら上柳屋」はあります。

一歩踏み入れば穏やかで静かな時間が流れるのが湯平の魅力
満天の星空に自然の美しさを存分に感じ、
田舎に帰ったような雰囲気の中で都会の喧騒を忘れ、癒しのひと時をお過ごしください。

お食事は地元で採れる新鮮な食材、上質な「おおいた豊後牛」「ヤマメの唐揚げ」など
女将が真心込めて作る里山料理

温泉は豪快に岩を配した露天風呂を含む４か所の貸し切り風呂を楽しめます。
湯上りには囲炉裏の休憩所「一穂庵」にてひと休み。寒い時期には囲炉裏の温かさ
がどこか懐かしく感じられます。

２４時間利用可能な半露天風呂付き二階建ての離れはご家族、グループ利用でお得
料金に。

公式ホームページまたは電話予約にて割安料金をご案内しております。",大分県由布市湯布院町湯平1007番地,0977-86-2104,https://www.kamiyanagiya.jp/,https://www.instagram.com/yunohira_kamiyanagiya/,"チェックイン　15：00から17：30まで
チェックアウト　10：00",不定休,あり,,"客室タイプ>和室,客室タイプ>和洋室,客室タイプ>一棟貸し,お風呂の種類>露天風呂,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
2471,湯布院昭和館,https://yufuin.gr.jp/spot/spot-2471/,"湯布院昭和館は大分県由布市に位置する観光施設で、昭和の時代をテーマにした博物館です。

この館は、昭和の日本の生活や文化を体験できる場所として、多くの観光客に親しまれています。
ここでは、昭和の懐かしい風景やアイテムが展示されており、訪れる人々に当時の雰囲気を感じさせてくれます。

まず、湯布院昭和館の最大の魅力は、その独特な展示内容です。館内には、昭和時代の生活用品や玩具、衣服、さらには当時の映画や音楽に関する資料が豊富に揃っています。

昭和30年代から40年代の家庭の様子を再現したコーナーは、訪れる人々にとって非常に興味深い体験となります。
昔懐かしいおもちゃや家電製品を手に取ることで、当時の人々の生活を身近に感じることができます。

湯布院昭和館はその立地も魅力の一つです。
由布院は美しい自然に囲まれた温泉地であり、観光スポットも豊富です。
昭和館を訪れた後は、近くの温泉でリラックスしたり、由布岳の美しい景色を楽しむことができます。

また世代を超えた交流の場でもあります。
若い世代が昭和の文化を学び、体験することで、親や祖父母の時代の生活様式や価値観を理解する機会を提供しています。
これにより、家族や友人同士での会話が生まれ、懐かしさや新たな発見を共有することができます。
昭和のアイテムや風景を見て育った世代にとっては、思い出を振り返る良い機会となり、また若い世代にとっては新鮮な体験となると思います。",大分県由布市湯布院町川上1479-1,0977-85-3788,https://showakan.jp/,https://www.instagram.com/yufuin_shouwakan/,"9：00～17：00
学校給食16：00まで
昭和館入場受付16:30まで",なし,なし,"大人・・1400円　高校生・・1000円　中学生・・800円　小学生～4歳・・500円　
70歳以上・・1100円　障がい者手帳等割引あり","食べる>軽食・カフェ,食べる>パン,食べる>麺類,食べる時間>カフェ,買う>食べ物,買う>食べ物以外,観る>美術館・博物館,観る>その他（観る）,遊ぶ・楽しむ>体験・見学"
2572,炭焼き・懐石料理　炭熊,https://yufuin.gr.jp/spot/spot-2572/,"大きな梁のある天井
窓からは季節の木々や由布岳が望め
夜はライトアップされた木々が幻想的な館内

大分の“旬”の食材をふんだんに取り入れた季節感じる料理長おすすめ懐石
または、河豚鍋を用いた河豚づくしの河豚懐石にもアップグレードが可能です
また、その他伊勢えびのお造り.関あじ.関さばなどの一品料理などをご希望の場合はお知らせください。

※ご要望に応じまして、刺身盛り、特別料理は事前予約にて受付ております。","〒879-5101　大分県由布市湯布院町塚原1240-61　(奥湯布院高原リゾート内)
"," TEL：0977-85-5023
 FAX：0977-85-5032
",http://okuyufuin.net/tankuma.html,,11:00～22:00　(ﾗｽﾄｵｰﾀﾞｰ　21:00),不定休　※店舗メンテナンスのため、閉店する場合もあります。,"普通車　40台、大型バス　2台、ヘリポート完備(要連絡)
",,"食べる>和食,食べる時間>ランチ,食べる時間>ディナー,お風呂の種類（立ち寄り湯）>露天風呂,お風呂の種類（立ち寄り湯）>貸切風呂"
2629,高原の貸別荘 いろはにほへ陶,https://yufuin.gr.jp/spot/spot-2629/,"大草原のまん中で、
大自然に包まれて・・・・
大草原のまん中にある三棟の貸別荘です。 ゆったりと過ごせるお部屋は２名様～10名様迄泊まれます。 好きな食材を持ち込んでベランダでBBQをお楽しみ下さい。 充実した設備と360度パノラマのロケーションは、日常を忘れさせてくれます。各棟、薪ストーブあり。夜は満天の星が見られるかも…",〒879-5701　由布市湯布院町塚原1217-109,"TEL：0977-85-4888
FAX：0977-85-4964",https://irohanihohetou.com/,," チェックイン：15：30
 チェックアウト：10：00",なし,15台,"【ぼちぼち (BOCHI BOCHI)】
■ 部屋
・ 暖炉のあるリビング（１４畳）
・ ＩＨの台所（６畳）
・ 寝室２（６畳・４畳）
・ ロフト２
■ お風呂
・ 岩風呂　（かけ流し温泉）
■ その他
・ ベランダ(バーベキュー施設完備　無料）
・ マッサージチェアー
———————————————————————————-
【ほどほど（HODO HODO）「新館2010年４月ＯＰＥＮ」】
■ 部屋
・ 暖炉のあるリビング（２０畳）
・ アイルランド式ＩＨ台所
・ 寝室２（８畳・６畳）
・ ロフト（お昼寝の場所）
■ お風呂
・ かけ流し温泉
■ その他
・ ロケーション最高！！　３６０度の大パノラマが楽しめます。",客室タイプ>一棟貸し
2659,由布院温泉　蓮輪ＩＮＮ,https://yufuin.gr.jp/spot/spot-2659/,"当館は露天と内湯、計4つのお風呂すべてが【貸切】でご利用いただけるのが魅力！
お風呂の予約は必要ございませんので、空いている時にご自由にお入りください。
時間を変えて、場所を変えて、温泉三昧のご旅行にもおすすめです。
コンビニや飲食店からも便利な立地なので、一人旅や家族旅行にもおすすめ。

本館の和室からは雄大な由布岳を眺めることが出来る、昔ながらの小さなお宿です。
「離れ」のお部屋は、小型の動物（10kg以下）に限り２匹までペット受入可能です。（希望の方はペット可能プランでご予約ください）
※受入料として別途1匹3000円頂戴します。
※本館（和室8畳、和室7.5畳）はペット不可です。

湯布院サイクリングをお楽しみいただける、無料レンタルバイクもご準備しております。
ほっこり落ち着くこじんまり宿で日頃の疲れを忘れ、どうぞゆったりとお過ごしください。
									
									
									
									
									
",大分県由布市湯布院町川南837-8,0977-85-5199,,,"チェックイン　　15:00
チェックアウト　10:00",,あり,,"客室タイプ>和室,客室タイプ>和洋室,お風呂の種類>露天風呂,お風呂の種類>貸切風呂,ペット>ペット可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
2674,na・na・na,https://yufuin.gr.jp/spot/spot-2674/,"土日のみ営業の塚原高原にあるカフェです。
全メニューテイクアウトできます。
小型犬のみテラス席での対応致しますので詳しくはスタッフまでお尋ねください。","大分県由布市湯布院町塚原187番地3
",090-8667-5935,,https://www.instagram.com/na.na.na_cafe/,"土曜日曜　午前11時から午後3時まで
天候などにより変更となる場合あり
インスタグラムなどでご確認下さい",月火水木金,あり,,"食べる>洋食,食べる>軽食・カフェ,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物"
